Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
10/06/2014,NYPD (Non-CIP),Other Crimes (In Progress),2128,3.15,166.55,,,,,442.55,918.52,917.34,3,139.5,,,,,126,313,671,7.93,4.60,,,2.72,0.05,,
10/06/2014,NYPD (Non-CIP),Past Crime,3232,3.01,209.10,,,,,1353.56,2950.79,2908.92,3,173,,,,,411.5,937,1991.5,26.62,19.07,,,3.43,0.05,,
10/06/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,233,3.33,113.85,,,,,501.78,1176.06,1176.06,3,86,,,,,136,396,799,11.24,6.47,,,1.84,0.06,,
10/06/2014,NYPD (Non-CIP),Possible Crimes,5838,3.16,168.81,,,,,1031.88,2120.97,2049.23,3,131,,,,,273,602,1251.5,18.15,14.38,,,2.76,0.05,,
10/06/2014,NYPD (Non-CIP),Vehicle Accident,2985,2.93,175.55,,,,,1232.43,2937.02,2871.09,3,142,,,,,405,1086,2099,28.41,17.61,,,2.88,0.05,,
09/29/2014,EMS,1. Life Threating Med Emergencies,8500,3.24,59.91,,,66.17,129.22,173.59,557.67,484.06,3,71.5,,,11.5,40,85,349.5,439,6.40,1.56,0.78,0.13,0.95,0.05,,
09/29/2014,EMS,2. Non-Life Threatening Med Emergencies,12052,3.25,67.29,,,74.03,108.33,273.25,833.42,742.01,3,77,,,11.5,43,96.5,486,615,9.34,3.01,0.35,0.14,1.07,0.05,,
09/29/2014,FDNY,1. Structural Fires,257,3.30,76.38,,,,,90.62,289.90,287.17,3,61,,,,,11,192,271,3.32,0.24,,,1.22,0.05,,
09/29/2014,FDNY,2. Non-Structural Fires,144,3.31,77.23,,,,,92.10,334.13,328.69,3,58,,,,,12,230,303.5,4.03,0.25,,,1.23,0.06,,
09/29/2014,FDNY,3. Medical Emergencies,3271,3.21,156.38,,,67.69,152.86,180.49,437.60,407.28,3,111,,,5,50,8,241,371,4.29,0.40,1.43,0.09,2.55,0.05,,
09/29/2014,FDNY,4. Non-Medical Emergencies,2562,3.26,155.14,,,,,173.23,449.71,422.77,3,76,,,,,13,248,352.5,4.61,0.30,,,2.53,0.05,,
09/29/2014,NYPD,1. Critical,1143,3.25,119.07,,,,,253.38,434.93,426.28,3,83,,,,,83,141,349,3.03,2.24,,,1.93,0.05,,
09/29/2014,NYPD,2. Serious,1996,3.22,128.95,,,,,275.91,554.17,536.55,3,92,,,,,95,197,437,4.64,2.45,,,2.10,0.05,,
09/29/2014,NYPD,3. Non-Critical,1217,3.20,177.53,,,,,474.08,995.75,984.42,3,141,,,,,136,340,726,8.69,4.94,,,2.91,0.05,,
09/29/2014,NYPD (Non-CIP),Alarms,2088,3.16,133.43,,,,,897.54,2030.06,2030.06,3,104,,,,,304,630,1315.5,18.88,12.74,,,2.17,0.05,,
09/29/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1052,3.16,182.59,,,,,878.27,1684.63,1674.91,3,153,,,,,244,492,1084.5,13.44,11.59,,,2.99,0.05,,
09/29/2014,NYPD (Non-CIP),Dispute,5263,3.31,180.99,,,,,1163.20,2242.14,2226.85,3,146,,,,,284,603,1369,17.98,16.37,,,2.96,0.06,,
09/29/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,460,3.24,136.21,,,,,328.49,1786.85,845.37,3,94,,,,,95,832,391,24.31,3.20,,,2.22,0.05,,
09/29/2014,NYPD (Non-CIP),Other Crimes (In Progress),2148,3.23,171.34,,,,,469.39,962.24,959.07,3,143,,,,,132,328,698,8.21,4.97,,,2.80,0.05,,
09/29/2014,NYPD (Non-CIP),Past Crime,3254,3.09,207.62,,,,,1443.15,3149.49,3107.83,3,173,,,,,430,950.5,2109.5,28.44,20.59,,,3.41,0.05,,
09/29/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,210,3.29,119.65,,,,,564.14,1441.89,1438.23,3,80.5,,,,,118,574.5,950.5,14.63,7.41,,,1.94,0.05,,
09/29/2014,NYPD (Non-CIP),Possible Crimes,5805,3.26,171.80,,,,,1097.82,2161.22,2088.64,3,136,,,,,296,587,1247,17.72,15.43,,,2.81,0.05,,
09/29/2014,NYPD (Non-CIP),Vehicle Accident,3046,2.91,176.25,,,,,1333.78,3073.90,3022.48,3,142,,,,,456.5,1125.5,2232.5,29.00,19.29,,,2.89,0.05,,
09/22/2014,EMS,1. Life Threating Med Emergencies,8709,3.16,58.57,,,65.80,132.51,177.31,558.41,488.10,3,70.5,,,12.5,40.5,86.5,342,443,6.35,1.59,0.79,0.14,0.93,0.05,,
09/22/2014,EMS,2. Non-Life Threatening Med Emergencies,11761,3.12,61.68,,,69.48,110.49,276.82,822.26,733.86,3,78,,,12,43,99,478.75,612,9.09,3.12,0.44,0.15,0.98,0.05,,
09/22/2014,FDNY,1. Structural Fires,259,3.31,76.04,,,,,90.50,285.63,284.41,3,63,,,,,11,188,269,3.25,0.24,,,1.21,0.06,,
09/22/2014,FDNY,2. Non-Structural Fires,171,3.11,116.49,,,,,131.58,374.73,355.97,3,61,,,,,12,228,315,4.05,0.25,,,1.89,0.05,,
09/22/2014,FDNY,3. Medical Emergencies,3094,3.15,153.78,,,66.21,150.48,177.84,436.48,401.30,3,112,,,5,51,8,241,371.5,4.31,0.40,1.41,0.09,2.51,0.05,,
09/22/2014,FDNY,4. Non-Medical Emergencies,2385,3.19,153.15,,,,,171.25,455.74,433.86,3,76,,,,,13,254,361,4.74,0.30,,,2.50,0.05,,
09/22/2014,NYPD,1. Critical,1176,3.07,117.85,,,,,233.69,441.73,428.67,3,83.5,,,,,80,142,356,3.47,1.93,,,1.91,0.05,,
09/22/2014,NYPD,2. Serious,2169,3.18,129.94,,,,,294.55,583.98,565.58,3,92,,,,,99,199,450,4.82,2.74,,,2.11,0.05,,
09/22/2014,NYPD,3. Non-Critical,1327,3.21,166.17,,,,,500.81,1022.14,1015.49,3,132,,,,,137,330,713,8.69,5.58,,,2.72,0.05,,
09/22/2014,NYPD (Non-CIP),Alarms,2107,3.23,130.31,,,,,990.01,2182.91,2177.68,3,102,,,,,331,688,1435,19.88,14.33,,,2.12,0.05,,
09/22/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1056,3.16,179.74,,,,,1016.41,1862.94,1858.26,3,154,,,,,288.5,465,1148.5,14.11,13.94,,,2.94,0.05,,
09/22/2014,NYPD (Non-CIP),Dispute,5074,3.19,180.81,,,,,1299.24,2409.14,2401.96,3,146,,,,,334.5,596,1501.5,18.50,18.64,,,2.96,0.05,,
09/22/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,412,3.12,139.23,,,,,330.14,1706.65,835.48,3,92,,,,,81.5,856,403.5,22.94,3.18,,,2.27,0.05,,
09/22/2014,NYPD (Non-CIP),Other Crimes (In Progress),2000,3.12,168.38,,,,,467.44,969.32,966.22,3,138,,,,,137,325,717.5,8.36,4.98,,,2.75,0.05,,
09/22/2014,NYPD (Non-CIP),Past Crime,3391,3.00,207.42,,,,,1559.88,3269.74,3208.75,3,173,,,,,490,968,2149,28.50,22.54,,,3.41,0.05,,
09/22/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,246,3.26,116.27,,,,,596.12,1563.85,1563.46,3,81,,,,,179.5,579,1003.5,16.13,8.00,,,1.88,0.05,,
09/22/2014,NYPD (Non-CIP),Possible Crimes,5737,3.15,169.73,,,,,1067.40,2167.21,2109.55,3,133,,,,,293,599,1289,18.33,14.96,,,2.78,0.05,,
09/22/2014,NYPD (Non-CIP),Vehicle Accident,2957,2.92,173.09,,,,,1434.69,3122.94,3073.62,3,138,,,,,474,1092,2219,28.14,21.03,,,2.84,0.05,,
09/15/2014,EMS,1. Life Threating Med Emergencies,8530,3.15,56.64,,,62.92,126.47,170.79,549.91,479.92,3,70,,,11.5,40,86.5,338.5,432.5,6.32,1.58,0.80,0.13,0.90,0.05,,
09/15/2014,EMS,2. Non-Life Threatening Med Emergencies,12181,3.20,67.27,,,73.91,105.21,273.04,827.67,735.60,3,79,,,11,43,97.5,477,609.5,9.24,3.02,0.30,0.14,1.07,0.05,,
09/15/2014,FDNY,1. Structural Fires,277,3.04,76.71,,,,,90.57,284.36,280.16,3,60,,,,,11,188,271,3.23,0.23,,,1.23,0.05,,
09/15/2014,FDNY,2. Non-Structural Fires,152,3.31,82.45,,,,,97.57,350.14,344.28,3,59.5,,,,,11,230,310,4.21,0.25,,,1.32,0.06,,
09/15/2014,FDNY,3. Medical Emergencies,3125,3.19,149.13,,,66.30,145.98,176.49,432.29,395.28,3,109,,,5,50,8,241,368,4.26,0.46,1.34,0.10,2.43,0.05,,
09/15/2014,FDNY,4. Non-Medical Emergencies,2354,3.21,129.31,,,,,147.51,425.48,406.94,3,74,,,,,13,250,357,4.63,0.30,,,2.10,0.05,,
09/15/2014,NYPD,1. Critical,1147,3.19,120.88,,,,,241.64,427.45,417.30,3,84,,,,,77,135,342,3.10,2.01,,,1.96,0.05,,
09/15/2014,NYPD,2. Serious,2152,3.18,129.44,,,,,280.40,587.56,553.32,3,92,,,,,99,200,445.5,5.12,2.52,,,2.10,0.05,,
09/15/2014,NYPD,3. Non-Critical,1753,3.22,164.89,,,,,421.33,857.97,855.65,3,126,,,,,130,269,625,7.28,4.27,,,2.69,0.05,,
09/15/2014,NYPD (Non-CIP),Alarms,1978,3.25,133.41,,,,,956.40,2063.88,2062.31,3,103,,,,,331,659.5,1388.5,18.46,13.72,,,2.17,0.05,,
09/15/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1061,3.16,183.49,,,,,924.71,1699.97,1681.91,3,154,,,,,237,448,1040,12.92,12.35,,,3.01,0.05,,
09/15/2014,NYPD (Non-CIP),Dispute,5232,3.21,177.17,,,,,1177.44,2203.62,2193.67,3,145,,,,,297,566,1365,17.10,16.67,,,2.90,0.05,,
09/15/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,399,3.22,139.22,,,,,282.15,1566.63,740.58,3,97,,,,,69,799,390,21.41,2.38,,,2.27,0.05,,
09/15/2014,NYPD (Non-CIP),Other Crimes (In Progress),1620,3.22,178.16,,,,,472.88,984.88,983.25,3,149,,,,,144.5,362.5,756,8.53,4.91,,,2.92,0.05,,
09/15/2014,NYPD (Non-CIP),Past Crime,3384,3.06,202.81,,,,,1478.23,3117.15,3075.25,3,169,,,,,442,938,2066.5,27.32,21.26,,,3.33,0.05,,
09/15/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,214,3.28,114.98,,,,,572.71,1456.17,1456.17,3,83.5,,,,,183.5,503,1013,14.72,7.63,,,1.86,0.05,,
09/15/2014,NYPD (Non-CIP),Possible Crimes,5634,3.18,171.57,,,,,1069.58,2153.20,2086.75,3,133,,,,,284,569.5,1260,18.06,14.97,,,2.81,0.05,,
09/15/2014,NYPD (Non-CIP),Vehicle Accident,3190,2.99,174.67,,,,,1386.46,3099.73,3048.87,3,139,,,,,476.5,1123,2206.5,28.55,20.20,,,2.86,0.05,,
09/08/2014,EMS,1. Life Threating Med Emergencies,8162,3.14,59.59,,,65.47,136.10,173.76,541.28,471.97,3,69.5,,,11.5,40.5,86,340.5,422.75,6.13,1.52,0.86,0.12,0.94,0.05,,
09/08/2014,EMS,2. Non-Life Threatening Med Emergencies,11963,3.15,68.29,,,74.45,133.78,223.05,742.18,672.18,3,76,,,10.5,42.5,92.5,462.25,577.25,8.65,2.17,0.69,0.13,1.09,0.05,,
09/08/2014,FDNY,1. Structural Fires,232,3.19,82.73,,,,,95.33,301.19,294.29,3,57.5,,,,,11,196.5,266,3.43,0.21,,,1.33,0.05,,
09/08/2014,FDNY,2. Non-Structural Fires,159,3.14,88.58,,,,,103.94,350.08,344.23,3,64,,,,,12,231,317,4.10,0.26,,,1.42,0.05,,
09/08/2014,FDNY,3. Medical Emergencies,3131,3.16,136.33,,,67.23,133.42,157.80,409.54,385.71,3,108,,,5,50,8,237,365,4.20,0.36,1.12,0.09,2.22,0.05,,
09/08/2014,FDNY,4. Non-Medical Emergencies,2071,3.25,141.91,,,,,160.40,443.77,421.20,3,79,,,,,13,255,365,4.72,0.31,,,2.31,0.05,,
09/08/2014,NYPD,1. Critical,1133,3.15,124.00,,,,,240.73,440.37,429.19,3,88,,,,,79,142,353,3.33,1.95,,,2.01,0.05,,
09/08/2014,NYPD,2. Serious,2101,3.17,126.57,,,,,280.11,564.23,546.70,3,92,,,,,94,186,430,4.74,2.56,,,2.06,0.05,,
09/08/2014,NYPD,3. Non-Critical,1712,3.22,163.13,,,,,430.14,887.65,886.39,3,129,,,,,136,300,674,7.63,4.45,,,2.67,0.05,,
09/08/2014,NYPD (Non-CIP),Alarms,2071,3.20,128.58,,,,,914.90,2021.23,2021.23,3,101,,,,,352,673,1419,18.44,13.11,,,2.09,0.05,,
09/08/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1023,3.20,182.68,,,,,914.92,1738.35,1732.90,3,152,,,,,287,451,1137,13.72,12.20,,,2.99,0.05,,
09/08/2014,NYPD (Non-CIP),Dispute,5174,3.16,178.82,,,,,1177.57,2274.79,2263.49,3,146,,,,,290,596.5,1403,18.29,16.65,,,2.93,0.05,,
09/08/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,415,3.19,149.03,,,,,318.49,1545.37,977.87,3,105,,,,,83,829,466,20.45,2.82,,,2.43,0.05,,
09/08/2014,NYPD (Non-CIP),Other Crimes (In Progress),1633,3.17,179.23,,,,,486.35,1018.66,1018.51,3,150,,,,,146,362,763,8.87,5.12,,,2.93,0.05,,
09/08/2014,NYPD (Non-CIP),Past Crime,3277,2.97,206.83,,,,,1425.42,3090.27,3036.62,3,169,,,,,453,960,2052,27.75,20.31,,,3.40,0.05,,
09/08/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,215,3.00,119.40,,,,,490.07,1498.38,1496.61,3,86,,,,,143,661,1147,16.81,6.18,,,1.94,0.05,,
09/08/2014,NYPD (Non-CIP),Possible Crimes,5543,3.20,174.97,,,,,1016.46,2030.99,1987.52,3,137,,,,,282,564,1262,16.91,14.02,,,2.86,0.05,,
09/08/2014,NYPD (Non-CIP),Vehicle Accident,3236,2.95,176.03,,,,,1307.29,2974.52,2930.67,3,140,,,,,459,1103.5,2168.5,27.79,18.85,,,2.88,0.05,,
09/01/2014,EMS,1. Life Threating Med Emergencies,8442,3.26,60.62,,,67.02,139.28,180.54,549.26,478.25,3,72.25,,,12,41,87,333.25,427,6.15,1.63,0.91,0.13,0.96,0.05,,
09/01/2014,EMS,2. Non-Life Threatening Med Emergencies,12574,3.28,69.64,,,76.38,128.47,239.27,761.94,688.54,3,78.5,,,11.5,43.5,97,466,595.5,8.71,2.41,0.60,0.14,1.11,0.05,,
09/01/2014,FDNY,1. Structural Fires,247,3.18,76.55,,,,,92.17,284.57,280.28,3,59,,,,,11,187,270,3.21,0.26,,,1.22,0.05,,
09/01/2014,FDNY,2. Non-Structural Fires,198,3.14,76.75,,,,,93.84,335.43,327.17,3,58.5,,,,,13,230.5,319,4.03,0.28,,,1.23,0.05,,
09/01/2014,FDNY,3. Medical Emergencies,3270,3.21,147.88,,,68.53,144.69,170.02,420.56,393.36,3,112,,,5,51,8,238,369,4.18,0.37,1.27,0.09,2.41,0.05,,
09/01/2014,FDNY,4. Non-Medical Emergencies,2673,3.31,147.97,,,,,165.45,452.96,426.48,3,76,,,,,12,253,364,4.79,0.29,,,2.41,0.06,,
09/01/2014,NYPD,1. Critical,1161,3.20,121.66,,,,,251.11,458.28,438.51,3,85,,,,,83,149,368,3.45,2.16,,,1.97,0.05,,
09/01/2014,NYPD,2. Serious,2328,3.24,129.41,,,,,281.85,579.91,558.70,3,97,,,,,98,198,447,4.97,2.54,,,2.10,0.05,,
09/01/2014,NYPD,3. Non-Critical,1764,3.29,166.49,,,,,467.14,930.76,922.84,3,130,,,,,137,299,676.5,7.73,5.01,,,2.72,0.05,,
09/01/2014,NYPD (Non-CIP),Alarms,2145,3.23,135.27,,,,,1021.38,2176.07,2175.48,3,102,,,,,345,659,1421,19.24,14.77,,,2.20,0.05,,
09/01/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1162,3.22,184.09,,,,,969.79,1786.53,1779.14,3,156,,,,,274,448.5,1086,13.61,13.10,,,3.01,0.05,,
09/01/2014,NYPD (Non-CIP),Dispute,5819,3.25,179.64,,,,,1301.45,2391.83,2382.62,3,146,,,,,330,595,1442,18.17,18.70,,,2.94,0.05,,
09/01/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,336,3.21,140.59,,,,,341.86,1917.00,967.95,3,95.5,,,,,95,935,416,26.25,3.35,,,2.29,0.05,,
09/01/2014,NYPD (Non-CIP),Other Crimes (In Progress),1584,3.29,187.77,,,,,500.91,1045.62,1045.58,3,154,,,,,143,367,791.5,9.08,5.22,,,3.07,0.05,,
09/01/2014,NYPD (Non-CIP),Past Crime,3434,3.08,208.37,,,,,1542.47,3153.14,3091.71,3,172,,,,,447,912.5,2004.5,26.84,22.23,,,3.42,0.05,,
09/01/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,236,3.48,119.01,,,,,676.53,1627.43,1624.57,3,84.5,,,,,178.5,462,964.5,15.85,9.29,,,1.93,0.06,,
09/01/2014,NYPD (Non-CIP),Possible Crimes,5895,3.21,172.67,,,,,1100.56,2147.54,2069.60,3,133,,,,,300,566,1239,17.45,15.46,,,2.82,0.05,,
09/01/2014,NYPD (Non-CIP),Vehicle Accident,3047,3.06,175.41,,,,,1450.02,3161.72,3122.47,3,142,,,,,459,1090,2215,28.53,21.24,,,2.87,0.05,,
08/25/2014,EMS,1. Life Threating Med Emergencies,7687,3.14,61.19,,,67.96,140.78,180.79,546.75,477.82,3,72.5,,,11.5,42,87,331.5,425,6.10,1.59,0.89,0.14,0.97,0.05,,
08/25/2014,EMS,2. Non-Life Threatening Med Emergencies,12343,3.14,67.96,,,75.06,128.38,237.57,745.01,676.59,3,79.25,,,11.5,45,96.5,455,582,8.46,2.40,0.63,0.14,1.08,0.05,,
08/25/2014,FDNY,1. Structural Fires,272,3.31,76.96,,,,,90.27,289.50,285.67,3,61.5,,,,,10,192,271,3.32,0.22,,,1.23,0.06,,
08/25/2014,FDNY,2. Non-Structural Fires,202,3.06,91.57,,,,,109.47,355.11,351.04,3,65,,,,,12,229,320.5,4.09,0.30,,,1.48,0.05,,
08/25/2014,FDNY,3. Medical Emergencies,2926,3.11,150.03,,,67.42,146.80,173.27,423.66,396.11,3,112,,,5,52,7,233,365,4.17,0.39,1.34,0.09,2.45,0.05,,
08/25/2014,FDNY,4. Non-Medical Emergencies,2441,3.19,153.51,,,,,170.79,453.14,421.51,3,77,,,,,13,253,360,4.71,0.29,,,2.51,0.05,,
08/25/2014,NYPD,1. Critical,1283,3.04,126.67,,,,,256.32,457.61,437.18,3,85,,,,,82,144,361,3.35,2.16,,,2.06,0.05,,
08/25/2014,NYPD,2. Serious,2234,3.14,129.92,,,,,286.60,560.45,544.10,3,93,,,,,98.5,186,443,4.56,2.61,,,2.11,0.05,,
08/25/2014,NYPD,3. Non-Critical,1730,3.18,164.39,,,,,435.53,895.94,894.11,3,129,,,,,132,280,638.5,7.67,4.52,,,2.69,0.05,,
08/25/2014,NYPD (Non-CIP),Alarms,2240,3.18,131.98,,,,,869.27,2020.86,2020.86,3,102,,,,,316,674,1412.5,19.19,12.29,,,2.15,0.05,,
08/25/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1218,3.22,179.21,,,,,835.64,1560.61,1551.55,3,151,,,,,245,423,1008,12.08,10.94,,,2.93,0.05,,
08/25/2014,NYPD (Non-CIP),Dispute,5418,3.14,182.18,,,,,1125.48,2180.37,2168.47,3,147,,,,,327,574,1381,17.58,15.72,,,2.98,0.05,,
08/25/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,363,3.21,128.93,,,,,326.25,1398.94,708.64,3,91,,,,,96,726,376,17.88,3.29,,,2.10,0.05,,
08/25/2014,NYPD (Non-CIP),Other Crimes (In Progress),1637,3.20,181.70,,,,,480.52,1016.83,1013.21,3,150,,,,,144,362,773,8.94,4.98,,,2.98,0.05,,
08/25/2014,NYPD (Non-CIP),Past Crime,3440,2.99,210.48,,,,,1358.64,2958.58,2921.93,3,174,,,,,431,946,2050,26.67,19.14,,,3.46,0.05,,
08/25/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,235,3.11,104.00,,,,,498.37,1532.34,1527.84,3,77,,,,,166,577,1010,17.23,6.57,,,1.68,0.05,,
08/25/2014,NYPD (Non-CIP),Possible Crimes,5884,3.11,167.90,,,,,948.83,1915.83,1854.48,3,128,,,,,261,525.5,1182,16.12,13.02,,,2.75,0.05,,
08/25/2014,NYPD (Non-CIP),Vehicle Accident,2944,2.91,175.75,,,,,1301.28,2967.70,2927.21,3,140,,,,,430,1085,2170.5,27.77,18.76,,,2.88,0.05,,
08/18/2014,EMS,1. Life Threating Med Emergencies,7547,3.14,56.56,,,62.23,140.89,176.97,535.96,468.74,3,65,,,11,42.25,87,324,408.5,5.98,1.59,0.97,0.12,0.89,0.05,,
08/18/2014,EMS,2. Non-Life Threatening Med Emergencies,12120,3.12,69.20,,,75.29,142.13,215.98,712.52,650.17,3,75,,,11,44.5,94,447,568.5,8.28,2.03,0.82,0.13,1.11,0.05,,
08/18/2014,FDNY,1. Structural Fires,217,3.06,72.84,,,,,87.22,283.29,279.77,3,59,,,,,11,189,269,3.27,0.24,,,1.16,0.05,,
08/18/2014,FDNY,2. Non-Structural Fires,144,3.02,81.43,,,,,96.81,333.25,326.90,3,60,,,,,12,217,300.5,3.94,0.26,,,1.31,0.05,,
08/18/2014,FDNY,3. Medical Emergencies,2859,3.20,134.20,,,65.23,131.30,156.24,404.54,375.34,3,108,,,5,47.5,8,235,358,4.14,0.37,1.11,0.09,2.18,0.05,,
08/18/2014,FDNY,4. Non-Medical Emergencies,2346,3.12,145.38,,,,,162.59,444.84,425.54,3,77,,,,,13,254,359.5,4.70,0.29,,,2.37,0.05,,
08/18/2014,NYPD,1. Critical,1247,3.12,120.65,,,,,250.00,443.12,422.00,3,85,,,,,84,142,357,3.22,2.16,,,1.96,0.05,,
08/18/2014,NYPD,2. Serious,2226,3.18,130.12,,,,,284.67,556.43,533.39,3,92.5,,,,,94.5,189,433.5,4.53,2.58,,,2.12,0.05,,
08/18/2014,NYPD,3. Non-Critical,1738,3.14,157.50,,,,,423.48,877.94,870.77,3,125,,,,,127,296,644,7.57,4.43,,,2.57,0.05,,
08/18/2014,NYPD (Non-CIP),Alarms,2118,3.14,132.94,,,,,927.63,2054.65,2054.65,3,101,,,,,323,666,1348.5,18.78,13.24,,,2.16,0.05,,
08/18/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1116,3.04,180.97,,,,,864.87,1622.80,1615.18,3,151,,,,,252,419,1045.5,12.63,11.40,,,2.97,0.05,,
08/18/2014,NYPD (Non-CIP),Dispute,5107,3.15,177.93,,,,,1165.63,2187.51,2176.54,3,144,,,,,319,561,1348,17.03,16.46,,,2.91,0.05,,
08/18/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,363,3.18,130.15,,,,,296.13,1649.19,774.30,3,90,,,,,81,822,383,22.55,2.77,,,2.12,0.05,,
08/18/2014,NYPD (Non-CIP),Other Crimes (In Progress),1557,3.09,184.42,,,,,502.66,1005.34,1003.28,3,152,,,,,151,355,763,8.38,5.30,,,3.02,0.05,,
08/18/2014,NYPD (Non-CIP),Past Crime,3325,2.97,206.30,,,,,1388.01,2924.41,2885.04,3,172,,,,,406,891,1965,25.61,19.70,,,3.39,0.05,,
08/18/2014,NYPD (Non-CIP),Police Officer/Security Holding Suspect,223,3.30,115.95,,,,,544.72,1464.61,1462.91,3,82,,,,,153,529,997,15.33,7.15,,,1.88,0.06,,
08/18/2014,NYPD (Non-CIP),Possible Crimes,5780,3.13,170.12,,,,,1025.33,2039.02,1975.05,3,130,,,,,278,549,1189,16.89,14.25,,,2.78,0.05,,
08/18/2014,NYPD (Non-CIP),Vehicle Accident,2690,2.89,178.29,,,,,1229.14,2818.14,2779.38,3,146,,,,,402.5,1037,2043.5,26.48,17.51,,,2.92,0.05,,
08/11/2014,EMS,1. Life Threating Med Emergencies,7781,3.09,57.62,,,63.25,136.12,173.85,535.72,469.68,3,69.5,,,12,41.5,86,323,414,6.03,1.56,0.91,0.12,0.91,0.05,,
08/11/2014,EMS,2. Non-Life Threatening Med Emergencies,12094,3.07,69.14,,,75.65,142.39,224.82,716.92,654.69,3,75.5,,,11.5,44,94,444,565.5,8.20,2.18,0.82,0.14,1.10,0.05,,
08/11/2014,FDNY,1. Structural Fires,282,3.04,73.20,,,,,87.93,289.49,285.95,3,60,,,,,11,194,275,3.36,0.25,,,1.17,0.05,,
08/11/2014,FDNY,2. Non-Structural Fires,173,3.04,94.62,,,,,110.95,360.77,344.83,3,63,,,,,12,230,320,4.16,0.27,,,1.53,0.05,,
08/11/2014,FDNY,3. Medical Emergencies,3038,3.02,141.84,,,66.24,138.83,166.45,416.90,385.52,3,106,,,5,46,8,237,363,4.17,0.41,1.16,0.09,2.31,0.05,,
08/11/2014,FDNY,4. Non-Medical Emergencies,2381,3.11,166.77,,,,,184.75,470.17,437.59,3,75,,,,,13,257,363,4.76,0.30,,,2.73,0.05,,
08/11/2014,NYPD,1. Critical,1111,3.11,125.81,,,,,250.58,450.62,441.04,3,86,,,,,81,146,362,3.33,2.08,,,2.05,0.05,,
08/11/2014,NYPD,2. Serious,2180,3.02,128.42,,,,,297.40,574.89,554.18,3,92,,,,,99,184.5,432,4.62,2.82,,,2.09,0.05,,
08/11/2014,NYPD,3. Non-Critical,1692,3.07,164.44,,,,,445.23,897.30,890.38,3,133,,,,,130,285,648.5,7.53,4.68,,,2.69,0.05,,
08/11/2014,NYPD (Non-CIP),Alarms,2242,3.08,130.41,,,,,870.90,1975.11,1975.11,3,102,,,,,303,646.5,1346.5,18.40,12.34,,,2.12,0.05,,
08/11/2014,NYPD (Non-CIP),Disorderly Person/Group/Noise,1133,3.06,185.58,,,,,930.22,1637.42,1632.45,3,155,,,,,267,389,1025,11.79,12.41,,,3.04,0.05,,
08/11/2014,NYPD (Non-CIP),Dispute,5070,3.09,183.22,,,,,1195.11,2237.35,2226.41,3,148,,,,,316.5,564.5,1367,17.37,16.86,,,3.00,0.05,,
08/11/2014,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,356,3.11,131.62,,,,,297.89,1540.92,804.20,3,89,,,,,75.5,749.5,383,20.72,2.77,,,2.14,0.05,,
08/11/2014,NYPD (Non-CIP),Other Crimes (In Progress),1603,3.08,179.57,,,,,462.27,973.69,972.25,3,148,,,,,137,362,744,8.52,4.71,,,2.94,0.05,,
08/11/2014,NYPD (Non-CIP),Past Crime,3322,2.94,211.04,,,,,1454.37,3021.20,2973.66,3,175,,,,,447,875,1995,26.11,20.72,,,3.47,0.05,,
